Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Year,Order Month,Order Month Name,Order Year-Month,Shipping Days,Profit Margin %
1706,US-2021-105426,2021-09-04,2021-09-06,Same Day,CG-45896,Consumer,Central,Michigan,Office Supplies,Binders,865.87,8,0.15,-56.84,2021,9,Sep,2021-09,2,-6.56
1707,US-2021-109781,2021-09-04,2021-09-09,Standard Class,CG-91591,Consumer,East,New York,Office Supplies,Binders,40.96,8,0.1,7.46,2021,9,Sep,2021-09,5,18.21
1708,US-2021-105991,2021-09-04,2021-09-06,Same Day,CG-37937,Corporate,Central,Texas,Office Supplies,Labels,252.34,4,0.5,-56.85,2021,9,Sep,2021-09,2,-22.53
1709,US-2021-105034,2021-09-05,2021-09-08,Same Day,CG-97738,Corporate,South,Florida,Technology,Copiers,893.81,1,0.15,-50.94,2021,9,Sep,2021-09,3,-5.7
1710,US-2021-104635,2021-09-05,2021-09-07,Same Day,CG-88973,Consumer,South,Tennessee,Office Supplies,Storage,860.06,7,0.5,102.78,2021,9,Sep,2021-09,2,11.95
1711,US-2021-107547,2021-09-05,2021-09-09,Same Day,CG-14533,Home Office,West,California,Technology,Accessories,454.46,1,0.0,-61.31,2021,9,Sep,2021-09,4,-13.49
1712,US-2021-106356,2021-09-05,2021-09-07,Standard Class,CG-27833,Home Office,East,Virginia,Office Supplies,Binders,22.34,1,0.0,-4.84,2021,9,Sep,2021-09,2,-21.67
1713,US-2021-108537,2021-09-05,2021-09-12,Standard Class,CG-19409,Consumer,East,New York,Furniture,Bookcases,738.17,1,0.15,-110.13,2021,9,Sep,2021-09,7,-14.92
1714,US-2021-102378,2021-09-05,2021-09-11,First Class,CG-53276,Corporate,South,North Carolina,Technology,Accessories,2902.49,4,0.15,-396.45,2021,9,Sep,2021-09,6,-13.66
1715,US-2021-101762,2021-09-05,2021-09-10,Second Class,CG-91654,Home Office,East,Massachusetts,Furniture,Bookcases,1582.19,8,0.1,104.98,2021,9,Sep,2021-09,5,6.64
1716,US-2021-103758,2021-09-06,2021-09-10,Second Class,CG-74744,Corporate,West,Oregon,Office Supplies,Art,275.98,2,0.0,64.69,2021,9,Sep,2021-09,4,23.44
1717,US-2021-101238,2021-09-06,2021-09-13,Same Day,CG-54231,Home Office,South,Tennessee,Office Supplies,Binders,582.83,6,0.15,116.2,2021,9,Sep,2021-09,7,19.94
1718,US-2021-107726,2021-09-06,2021-09-07,Standard Class,CG-41771,Home Office,Central,Missouri,Furniture,Chairs,3338.19,5,0.3,628.15,2021,9,Sep,2021-09,1,18.82
1719,US-2021-101188,2021-09-06,2021-09-08,Second Class,CG-92072,Home Office,West,Nevada,Furniture,Chairs,3429.21,7,0.4,924.59,2021,9,Sep,2021-09,2,26.96
1720,US-2021-101993,2021-09-06,2021-09-10,First Class,CG-39676,Home Office,West,Arizona,Furniture,Bookcases,753.4,5,0.4,-118.85,2021,9,Sep,2021-09,4,-15.78
1721,US-2021-103660,2021-09-06,2021-09-11,Standard Class,CG-27223,Consumer,Central,Ohio,Furniture,Tables,2452.5,6,0.3,296.05,2021,9,Sep,2021-09,5,12.07
1722,US-2021-102840,2021-09-07,2021-09-10,First Class,CG-67737,Consumer,South,Alabama,Technology,Phones,5339.23,6,0.1,-143.72,2021,9,Sep,2021-09,3,-2.69
1723,US-2021-106128,2021-09-07,2021-09-10,First Class,CG-66989,Home Office,South,Georgia,Office Supplies,Storage,186.41,5,0.0,-22.43,2021,9,Sep,2021-09,3,-12.03
1724,US-2021-103374,2021-09-07,2021-09-08,Same Day,CG-50093,Corporate,South,Florida,Office Supplies,Storage,95.88,6,0.0,16.81,2021,9,Sep,2021-09,1,17.53
1725,US-2021-105307,2021-09-07,2021-09-12,Standard Class,CG-76316,Home Office,West,Arizona,Technology,Machines,4336.96,8,0.0,-838.38,2021,9,Sep,2021-09,5,-19.33
1726,US-2021-100154,2021-09-07,2021-09-08,Same Day,CG-88215,Home Office,West,Nevada,Technology,Copiers,1946.51,2,0.0,387.27,2021,9,Sep,2021-09,1,19.9
1727,US-2021-107970,2021-09-07,2021-09-13,Second Class,CG-92176,Home Office,West,California,Office Supplies,Art,232.28,3,0.1,76.33,2021,9,Sep,2021-09,6,32.86
1728,US-2021-109161,2021-09-08,2021-09-10,Standard Class,CG-40280,Corporate,East,Massachusetts,Furniture,Furnishings,346.93,2,0.5,-73.94,2021,9,Sep,2021-09,2,-21.31
1729,US-2021-108500,2021-09-08,2021-09-13,Same Day,CG-61792,Home Office,South,Georgia,Technology,Copiers,4594.37,5,0.0,1103.65,2021,9,Sep,2021-09,5,24.02
1730,US-2021-106315,2021-09-08,2021-09-15,Standard Class,CG-98777,Consumer,West,Arizona,Office Supplies,Binders,264.02,6,0.1,25.88,2021,9,Sep,2021-09,7,9.8
1731,US-2021-102219,2021-09-08,2021-09-11,Standard Class,CG-38378,Consumer,South,North Carolina,Technology,Copiers,1644.1,4,0.4,-199.63,2021,9,Sep,2021-09,3,-12.14
1732,US-2021-102468,2021-09-08,2021-09-11,Standard Class,CG-65665,Consumer,Central,Missouri,Office Supplies,Binders,252.58,8,0.15,-49.67,2021,9,Sep,2021-09,3,-19.67
1733,US-2021-101643,2021-09-08,2021-09-15,First Class,CG-94381,Consumer,South,North Carolina,Technology,Phones,115.67,1,0.15,20.14,2021,9,Sep,2021-09,7,17.41
1734,US-2021-101748,2021-09-08,2021-09-12,Second Class,CG-12563,Home Office,South,Tennessee,Furniture,Tables,1537.29,7,0.15,150.41,2021,9,Sep,2021-09,4,9.78
1735,US-2021-108251,2021-09-09,2021-09-16,Second Class,CG-62152,Home Office,West,Nevada,Furniture,Furnishings,2831.93,8,0.1,387.28,2021,9,Sep,2021-09,7,13.68
1736,US-2021-104097,2021-09-09,2021-09-14,Same Day,CG-50697,Corporate,Central,Texas,Technology,Phones,2437.29,8,0.2,-156.97,2021,9,Sep,2021-09,5,-6.44
1737,US-2021-102111,2021-09-09,2021-09-10,Same Day,CG-37077,Corporate,Central,Ohio,Furniture,Tables,896.01,5,0.1,237.62,2021,9,Sep,2021-09,1,26.52
1738,US-2021-105654,2021-09-09,2021-09-14,Second Class,CG-91985,Consumer,South,Georgia,Technology,Accessories,6283.69,8,0.1,-567.81,2021,9,Sep,2021-09,5,-9.04
1739,US-2021-101777,2021-09-09,2021-09-10,Same Day,CG-62250,Corporate,West,California,Technology,Copiers,3491.16,4,0.0,1050.74,2021,9,Sep,2021-09,1,30.1
1740,US-2021-100686,2021-09-09,2021-09-11,First Class,CG-72367,Home Office,South,Tennessee,Office Supplies,Labels,535.24,5,0.3,-86.61,2021,9,Sep,2021-09,2,-16.18
1741,US-2021-104217,2021-09-09,2021-09-13,Standard Class,CG-43223,Corporate,Central,Illinois,Office Supplies,Paper,503.5,5,0.0,146.36,2021,9,Sep,2021-09,4,29.07
1742,US-2021-105491,2021-09-09,2021-09-12,Standard Class,CG-89689,Corporate,West,Arizona,Furniture,Furnishings,655.11,1,0.0,145.26,2021,9,Sep,2021-09,3,22.17
1743,US-2021-109479,2021-09-09,2021-09-13,Second Class,CG-72210,Consumer,South,Georgia,Furniture,Chairs,1352.7,4,0.1,100.93,2021,9,Sep,2021-09,4,7.46
1744,US-2021-106534,2021-09-10,2021-09-14,Second Class,CG-48550,Consumer,West,Nevada,Office Supplies,Art,90.75,1,0.0,-19.6,2021,9,Sep,2021-09,4,-21.6
1745,US-2021-102388,2021-09-10,2021-09-15,Same Day,CG-61902,Home Office,West,Washington,Office Supplies,Labels,736.11,8,0.15,181.11,2021,9,Sep,2021-09,5,24.6
1746,US-2021-105473,2021-09-10,2021-09-16,Standard Class,CG-32718,Consumer,Central,Missouri,Technology,Copiers,3651.46,5,0.3,697.42,2021,9,Sep,2021-09,6,19.1
1747,US-2021-106989,2021-09-10,2021-09-12,Second Class,CG-80004,Consumer,West,Washington,Office Supplies,Paper,198.27,5,0.2,-24.88,2021,9,Sep,2021-09,2,-12.55
1748,US-2021-103852,2021-09-10,2021-09-16,Standard Class,CG-65058,Corporate,Central,Ohio,Technology,Copiers,6335.24,7,0.0,532.72,2021,9,Sep,2021-09,6,8.41
1749,US-2021-104253,2021-09-10,2021-09-11,Same Day,CG-32157,Corporate,West,Washington,Office Supplies,Binders,91.42,5,0.15,30.29,2021,9,Sep,2021-09,1,33.13
1750,US-2021-101847,2021-09-10,2021-09-12,Second Class,CG-88492,Consumer,South,Alabama,Technology,Accessories,5034.47,7,0.3,-1184.01,2021,9,Sep,2021-09,2,-23.52
1751,US-2021-100790,2021-09-11,2021-09-17,Standard Class,CG-25765,Home Office,East,Pennsylvania,Technology,Phones,1345.43,4,0.4,69.4,2021,9,Sep,2021-09,6,5.16
1752,US-2021-108459,2021-09-11,2021-09-13,First Class,CG-30918,Corporate,East,Virginia,Furniture,Tables,528.89,8,0.5,141.86,2021,9,Sep,2021-09,2,26.82
1753,US-2021-100104,2021-09-11,2021-09-15,Second Class,CG-71797,Consumer,Central,Ohio,Technology,Copiers,4901.08,6,0.0,987.2,2021,9,Sep,2021-09,4,20.14
1754,US-2021-106912,2021-09-11,2021-09-17,Same Day,CG-43033,Consumer,East,Virginia,Office Supplies,Storage,111.52,1,0.0,-23.07,2021,9,Sep,2021-09,6,-20.69
1755,US-2021-109350,2021-09-11,2021-09-17,Second Class,CG-96789,Home Office,South,Alabama,Technology,Copiers,271.68,1,0.1,34.44,2021,9,Sep,2021-09,6,12.68
1756,US-2021-109629,2021-09-11,2021-09-14,First Class,CG-89518,Corporate,South,Georgia,Furniture,Bookcases,1132.59,4,0.0,-165.4,2021,9,Sep,2021-09,3,-14.6
1757,US-2021-108886,2021-09-12,2021-09-16,Standard Class,CG-20419,Corporate,West,Washington,Furniture,Furnishings,1895.65,6,0.4,34.16,2021,9,Sep,2021-09,4,1.8
1758,US-2021-107319,2021-09-12,2021-09-18,Same Day,CG-73088,Corporate,West,Nevada,Furniture,Bookcases,232.35,1,0.15,27.88,2021,9,Sep,2021-09,6,12.0
1759,US-2021-106385,2021-09-12,2021-09-16,Second Class,CG-85365,Consumer,South,Florida,Office Supplies,Storage,733.28,8,0.4,74.92,2021,9,Sep,2021-09,4,10.22
1760,US-2021-101529,2021-09-12,2021-09-19,Second Class,CG-42197,Consumer,South,Alabama,Office Supplies,Paper,378.4,3,0.5,57.98,2021,9,Sep,2021-09,7,15.32
1761,US-2021-102735,2021-09-12,2021-09-13,Standard Class,CG-82468,Home Office,Central,Missouri,Office Supplies,Storage,657.53,7,0.2,-38.13,2021,9,Sep,2021-09,1,-5.8
1762,US-2021-107318,2021-09-12,2021-09-13,Same Day,CG-97622,Home Office,Central,Ohio,Office Supplies,Storage,258.21,3,0.0,53.91,2021,9,Sep,2021-09,1,20.88
1763,US-2021-102780,2021-09-12,2021-09-15,First Class,CG-74291,Corporate,East,Pennsylvania,Office Supplies,Binders,109.86,4,0.5,14.34,2021,9,Sep,2021-09,3,13.05
1764,US-2021-106632,2021-09-12,2021-09-19,Same Day,CG-37207,Consumer,East,New York,Office Supplies,Labels,353.5,6,0.0,11.16,2021,9,Sep,2021-09,7,3.16
1765,US-2021-109007,2021-09-13,2021-09-18,Second Class,CG-41273,Corporate,West,Oregon,Technology,Accessories,2027.16,2,0.5,180.63,2021,9,Sep,2021-09,5,8.91
1766,US-2021-102090,2021-09-13,2021-09-18,Second Class,CG-65983,Consumer,West,Nevada,Furniture,Chairs,2558.94,4,0.1,56.35,2021,9,Sep,2021-09,5,2.2
1767,US-2021-107814,2021-09-13,2021-09-15,Standard Class,CG-21108,Home Office,West,Washington,Office Supplies,Labels,52.04,2,0.15,-10.76,2021,9,Sep,2021-09,2,-20.68
1768,US-2021-109556,2021-09-13,2021-09-14,Second Class,CG-33830,Corporate,South,Georgia,Office Supplies,Paper,21.8,1,0.5,-0.08,2021,9,Sep,2021-09,1,-0.37
1769,US-2021-107883,2021-09-13,2021-09-17,Second Class,CG-64332,Consumer,South,Tennessee,Furniture,Tables,1577.98,8,0.0,-363.29,2021,9,Sep,2021-09,4,-23.02
1770,US-2021-101982,2021-09-13,2021-09-15,First Class,CG-73738,Corporate,East,Pennsylvania,Furniture,Chairs,3776.35,6,0.0,798.89,2021,9,Sep,2021-09,2,21.16
1771,US-2021-106302,2021-09-13,2021-09-14,Second Class,CG-44680,Home Office,East,Virginia,Office Supplies,Labels,289.43,3,0.0,-71.09,2021,9,Sep,2021-09,1,-24.56
1772,US-2021-101715,2021-09-13,2021-09-15,First Class,CG-33927,Home Office,Central,Missouri,Furniture,Bookcases,595.52,6,0.15,-121.11,2021,9,Sep,2021-09,2,-20.34
1773,US-2021-105294,2021-09-14,2021-09-15,Second Class,CG-32253,Consumer,East,Massachusetts,Technology,Phones,1864.56,4,0.3,-122.45,2021,9,Sep,2021-09,1,-6.57
1774,US-2021-107754,2021-09-14,2021-09-16,First Class,CG-69989,Home Office,West,California,Office Supplies,Paper,467.07,7,0.0,122.92,2021,9,Sep,2021-09,2,26.32
1775,US-2021-108781,2021-09-14,2021-09-18,Second Class,CG-31606,Home Office,South,Georgia,Furniture,Bookcases,1540.77,7,0.5,150.74,2021,9,Sep,2021-09,4,9.78
1776,US-2021-103567,2021-09-14,2021-09-16,Second Class,CG-30722,Consumer,Central,Michigan,Furniture,Furnishings,5789.68,8,0.0,19.75,2021,9,Sep,2021-09,2,0.34
1777,US-2021-102225,2021-09-14,2021-09-16,Standard Class,CG-44504,Home Office,South,Alabama,Office Supplies,Labels,124.73,1,0.3,25.35,2021,9,Sep,2021-09,2,20.32
1778,US-2021-104452,2021-09-14,2021-09-17,Standard Class,CG-90486,Home Office,West,Arizona,Technology,Phones,7188.72,7,0.1,-1096.37,2021,9,Sep,2021-09,3,-15.25
1779,US-2021-100753,2021-09-14,2021-09-16,Second Class,CG-73060,Home Office,East,Pennsylvania,Furniture,Chairs,1120.33,4,0.0,-55.53,2021,9,Sep,2021-09,2,-4.96
1780,US-2021-106483,2021-09-15,2021-09-21,First Class,CG-86769,Corporate,Central,Illinois,Technology,Machines,749.17,1,0.5,29.4,2021,9,Sep,2021-09,6,3.92
1781,US-2021-102981,2021-09-15,2021-09-17,First Class,CG-56726,Corporate,West,Oregon,Furniture,Chairs,2176.15,8,0.0,-516.59,2021,9,Sep,2021-09,2,-23.74
1782,US-2021-106020,2021-09-15,2021-09-18,First Class,CG-38986,Corporate,South,Alabama,Technology,Machines,213.71,3,0.0,-2.77,2021,9,Sep,2021-09,3,-1.3
1783,US-2021-105746,2021-09-15,2021-09-21,First Class,CG-88931,Home Office,Central,Missouri,Technology,Phones,650.55,2,0.0,-139.79,2021,9,Sep,2021-09,6,-21.49
1784,US-2021-108583,2021-09-15,2021-09-18,First Class,CG-57170,Corporate,South,North Carolina,Furniture,Bookcases,1631.63,5,0.3,204.05,2021,9,Sep,2021-09,3,12.51
1785,US-2021-107950,2021-09-15,2021-09-16,Same Day,CG-64191,Corporate,West,California,Furniture,Bookcases,1245.79,3,0.0,-38.61,2021,9,Sep,2021-09,1,-3.1
1786,US-2021-104940,2021-09-15,2021-09-18,First Class,CG-50188,Corporate,West,Washington,Furniture,Chairs,2842.47,5,0.1,-213.32,2021,9,Sep,2021-09,3,-7.5
1787,US-2021-106816,2021-09-16,2021-09-19,Standard Class,CG-48604,Home Office,South,Florida,Furniture,Bookcases,1292.65,4,0.0,280.71,2021,9,Sep,2021-09,3,21.72
1788,US-2021-105430,2021-09-16,2021-09-19,First Class,CG-10794,Consumer,East,New Jersey,Furniture,Furnishings,1751.78,4,0.15,369.78,2021,9,Sep,2021-09,3,21.11
1789,US-2021-106000,2021-09-16,2021-09-21,Second Class,CG-94113,Consumer,South,Florida,Furniture,Tables,3356.67,7,0.5,1010.71,2021,9,Sep,2021-09,5,30.11
1790,US-2021-103615,2021-09-16,2021-09-23,Same Day,CG-71606,Consumer,Central,Ohio,Office Supplies,Binders,494.98,5,0.5,-111.83,2021,9,Sep,2021-09,7,-22.59
1791,US-2021-100908,2021-09-16,2021-09-21,Second Class,CG-48905,Consumer,West,California,Office Supplies,Binders,405.93,8,0.2,16.92,2021,9,Sep,2021-09,5,4.17
1792,US-2021-101629,2021-09-16,2021-09-18,Standard Class,CG-54448,Home Office,East,Virginia,Technology,Phones,4003.47,4,0.5,-626.88,2021,9,Sep,2021-09,2,-15.66
1793,US-2021-101033,2021-09-16,2021-09-21,Second Class,CG-22223,Consumer,East,Virginia,Office Supplies,Storage,270.13,3,0.2,-64.9,2021,9,Sep,2021-09,5,-24.03
1794,US-2021-100951,2021-09-16,2021-09-18,Same Day,CG-88261,Home Office,Central,Missouri,Furniture,Tables,230.07,1,0.2,-9.55,2021,9,Sep,2021-09,2,-4.15
1795,US-2021-104680,2021-09-17,2021-09-18,Second Class,CG-86154,Consumer,Central,Michigan,Technology,Phones,9005.13,8,0.15,2106.54,2021,9,Sep,2021-09,1,23.39
1796,US-2021-105646,2021-09-17,2021-09-23,Standard Class,CG-96643,Corporate,South,Florida,Technology,Accessories,1183.92,3,0.15,-5.17,2021,9,Sep,2021-09,6,-0.44
1797,US-2021-104290,2021-09-17,2021-09-24,Same Day,CG-62465,Consumer,South,North Carolina,Office Supplies,Art,697.7,8,0.3,208.69,2021,9,Sep,2021-09,7,29.91
1798,US-2021-104991,2021-09-17,2021-09-21,Same Day,CG-34095,Corporate,East,New Jersey,Technology,Copiers,5505.29,7,0.4,-473.89,2021,9,Sep,2021-09,4,-8.61
1799,US-2021-101496,2021-09-18,2021-09-25,Second Class,CG-92174,Corporate,West,California,Office Supplies,Labels,8.15,2,0.0,2.52,2021,9,Sep,2021-09,7,30.92
1800,US-2021-102175,2021-09-18,2021-09-23,First Class,CG-79776,Home Office,South,Florida,Office Supplies,Binders,373.8,3,0.0,-40.24,2021,9,Sep,2021-09,5,-10.77
1801,US-2021-109079,2021-09-18,2021-09-19,Standard Class,CG-59932,Corporate,South,Tennessee,Technology,Machines,562.63,3,0.15,23.64,2021,9,Sep,2021-09,1,4.2
1802,US-2021-106571,2021-09-18,2021-09-20,Same Day,CG-67129,Consumer,East,New Jersey,Office Supplies,Binders,403.4,3,0.0,39.19,2021,9,Sep,2021-09,2,9.71
1803,US-2021-100042,2021-09-18,2021-09-20,Standard Class,CG-49829,Corporate,South,Tennessee,Technology,Machines,3743.51,5,0.3,-898.62,2021,9,Sep,2021-09,2,-24.0
1804,US-2021-109385,2021-09-18,2021-09-20,Standard Class,CG-25883,Corporate,West,Nevada,Office Supplies,Storage,45.42,1,0.5,-7.36,2021,9,Sep,2021-09,2,-16.2
1805,US-2021-105596,2021-09-18,2021-09-25,Same Day,CG-37236,Corporate,Central,Texas,Office Supplies,Storage,90.78,3,0.0,-9.47,2021,9,Sep,2021-09,7,-10.43
1806,US-2021-100823,2021-09-19,2021-09-22,Second Class,CG-29321,Corporate,South,Alabama,Technology,Accessories,4941.21,5,0.5,-1037.96,2021,9,Sep,2021-09,3,-21.01
1807,US-2021-109956,2021-09-19,2021-09-21,Standard Class,CG-31992,Home Office,West,Oregon,Technology,Accessories,2576.16,8,0.4,-599.98,2021,9,Sep,2021-09,2,-23.29
1808,US-2021-105281,2021-09-19,2021-09-25,Same Day,CG-37019,Corporate,Central,Ohio,Furniture,Bookcases,1901.72,3,0.2,429.93,2021,9,Sep,2021-09,6,22.61
1809,US-2021-108232,2021-09-19,2021-09-20,Second Class,CG-12252,Consumer,Central,Illinois,Office Supplies,Binders,144.33,1,0.0,2.02,2021,9,Sep,2021-09,1,1.4
1810,US-2021-102174,2021-09-19,2021-09-24,Standard Class,CG-33039,Consumer,West,Arizona,Furniture,Furnishings,1544.31,2,0.0,145.23,2021,9,Sep,2021-09,5,9.4
1811,US-2021-108779,2021-09-19,2021-09-20,Second Class,CG-86973,Corporate,South,Tennessee,Furniture,Tables,3147.49,7,0.4,-690.34,2021,9,Sep,2021-09,1,-21.93
1812,US-2021-106833,2021-09-19,2021-09-21,Second Class,CG-65786,Consumer,East,New Jersey,Technology,Machines,850.42,3,0.2,-139.14,2021,9,Sep,2021-09,2,-16.36
1813,US-2021-109057,2021-09-19,2021-09-24,First Class,CG-15929,Corporate,West,Nevada,Technology,Machines,1023.06,1,0.4,307.75,2021,9,Sep,2021-09,5,30.08
1814,US-2021-103119,2021-09-20,2021-09-22,First Class,CG-14375,Home Office,Central,Michigan,Office Supplies,Binders,261.18,5,0.3,-51.46,2021,9,Sep,2021-09,2,-19.7
1815,US-2021-102629,2021-09-20,2021-09-26,Standard Class,CG-68010,Consumer,South,Alabama,Office Supplies,Paper,82.54,1,0.0,14.33,2021,9,Sep,2021-09,6,17.36
1816,US-2021-103595,2021-09-20,2021-09-21,Second Class,CG-36860,Corporate,Central,Illinois,Technology,Accessories,2894.24,8,0.15,-464.58,2021,9,Sep,2021-09,1,-16.05
1817,US-2021-100397,2021-09-20,2021-09-21,Second Class,CG-45860,Corporate,South,Alabama,Technology,Accessories,5351.76,7,0.3,1845.04,2021,9,Sep,2021-09,1,34.48
1818,US-2021-108561,2021-09-20,2021-09-25,Same Day,CG-50950,Home Office,South,North Carolina,Furniture,Tables,1597.74,2,0.0,-232.21,2021,9,Sep,2021-09,5,-14.53
1819,US-2021-107251,2021-09-20,2021-09-22,Same Day,CG-66803,Consumer,East,New York,Furniture,Furnishings,756.85,2,0.5,110.78,2021,9,Sep,2021-09,2,14.64
1820,US-2021-107161,2021-09-21,2021-09-24,Second Class,CG-69258,Consumer,West,Washington,Furniture,Chairs,3878.85,7,0.3,265.54,2021,9,Sep,2021-09,3,6.85
1821,US-2021-104815,2021-09-21,2021-09-25,Second Class,CG-65233,Consumer,West,California,Technology,Accessories,1434.23,7,0.4,-233.36,2021,9,Sep,2021-09,4,-16.27
1822,US-2021-109777,2021-09-21,2021-09-28,Standard Class,CG-98786,Consumer,South,Georgia,Office Supplies,Art,1077.11,8,0.1,202.42,2021,9,Sep,2021-09,7,18.79
1823,US-2021-106248,2021-09-21,2021-09-26,Same Day,CG-11016,Consumer,East,Massachusetts,Technology,Copiers,381.28,5,0.4,-20.4,2021,9,Sep,2021-09,5,-5.35
1824,US-2021-103518,2021-09-21,2021-09-28,Standard Class,CG-89477,Consumer,South,Florida,Furniture,Furnishings,310.55,1,0.0,40.2,2021,9,Sep,2021-09,7,12.94
1825,US-2021-108376,2021-09-22,2021-09-26,Same Day,CG-30207,Home Office,South,Tennessee,Furniture,Chairs,4968.93,8,0.5,830.67,2021,9,Sep,2021-09,4,16.72
1826,US-2021-103195,2021-09-22,2021-09-29,First Class,CG-37913,Corporate,South,Tennessee,Technology,Phones,180.8,1,0.15,-18.04,2021,9,Sep,2021-09,7,-9.98
1827,US-2021-109264,2021-09-22,2021-09-26,Second Class,CG-98482,Home Office,Central,Michigan,Technology,Machines,2016.77,2,0.5,-379.05,2021,9,Sep,2021-09,4,-18.79
1828,US-2021-106327,2021-09-22,2021-09-25,Same Day,CG-29811,Consumer,South,Alabama,Furniture,Chairs,393.43,1,0.0,-66.25,2021,9,Sep,2021-09,3,-16.84
1829,US-2021-109776,2021-09-22,2021-09-29,First Class,CG-98584,Home Office,South,Alabama,Technology,Accessories,3425.61,6,0.4,-513.38,2021,9,Sep,2021-09,7,-14.99
1830,US-2021-107731,2021-09-23,2021-09-24,First Class,CG-42063,Home Office,East,Virginia,Technology,Phones,8381.52,7,0.0,216.88,2021,9,Sep,2021-09,1,2.59
1831,US-2021-102278,2021-09-23,2021-09-27,First Class,CG-39919,Corporate,Central,Illinois,Technology,Accessories,411.29,1,0.0,14.56,2021,9,Sep,2021-09,4,3.54
1832,US-2021-106071,2021-09-23,2021-09-28,Second Class,CG-68188,Consumer,West,Arizona,Furniture,Chairs,682.36,2,0.1,57.76,2021,9,Sep,2021-09,5,8.46
1833,US-2021-103352,2021-09-23,2021-09-28,Second Class,CG-80797,Corporate,South,Tennessee,Furniture,Chairs,1198.18,7,0.3,-144.99,2021,9,Sep,2021-09,5,-12.1
1834,US-2021-100407,2021-09-24,2021-09-26,Second Class,CG-52287,Home Office,Central,Texas,Office Supplies,Art,205.96,3,0.0,-8.54,2021,9,Sep,2021-09,2,-4.15
1835,US-2021-103268,2021-09-24,2021-09-30,Standard Class,CG-73916,Home Office,East,Virginia,Office Supplies,Binders,412.74,5,0.0,51.69,2021,9,Sep,2021-09,6,12.52
1836,US-2021-102959,2021-09-24,2021-09-27,First Class,CG-95607,Home Office,East,Virginia,Technology,Machines,278.39,2,0.0,-40.76,2021,9,Sep,2021-09,3,-14.64
1837,US-2021-101772,2021-09-24,2021-09-26,First Class,CG-30787,Home Office,Central,Missouri,Technology,Phones,769.26,6,0.2,233.8,2021,9,Sep,2021-09,2,30.39
1838,US-2021-100605,2021-09-24,2021-09-28,Same Day,CG-96570,Consumer,West,California,Technology,Machines,4368.03,5,0.15,109.7,2021,9,Sep,2021-09,4,2.51
1839,US-2021-108048,2021-09-25,2021-09-28,Standard Class,CG-81729,Consumer,East,Massachusetts,Office Supplies,Labels,258.9,3,0.15,-4.04,2021,9,Sep,2021-09,3,-1.56
1840,US-2021-104690,2021-09-25,2021-10-02,Standard Class,CG-14998,Corporate,Central,Michigan,Technology,Accessories,2350.64,5,0.4,-119.45,2021,9,Sep,2021-09,7,-5.08
1841,US-2021-103783,2021-09-25,2021-09-26,First Class,CG-13629,Corporate,Central,Texas,Furniture,Tables,1422.7,2,0.1,-261.49,2021,9,Sep,2021-09,1,-18.38
1842,US-2021-104136,2021-09-25,2021-09-28,Standard Class,CG-13380,Home Office,East,New Jersey,Furniture,Tables,2746.9,6,0.5,-596.7,2021,9,Sep,2021-09,3,-21.72
1843,US-2021-104666,2021-09-26,2021-09-27,First Class,CG-87577,Corporate,South,Alabama,Furniture,Furnishings,284.11,2,0.0,99.05,2021,9,Sep,2021-09,1,34.86
1844,US-2021-107295,2021-09-26,2021-10-02,Standard Class,CG-42946,Consumer,South,North Carolina,Technology,Machines,5241.18,8,0.0,-886.93,2021,9,Sep,2021-09,6,-16.92
1845,US-2021-108656,2021-09-26,2021-10-03,Same Day,CG-28352,Home Office,East,New Jersey,Technology,Accessories,419.82,1,0.3,33.68,2021,9,Sep,2021-09,7,8.02
1846,US-2021-102382,2021-09-26,2021-09-28,Standard Class,CG-59081,Consumer,Central,Texas,Office Supplies,Labels,854.77,6,0.0,265.02,2021,9,Sep,2021-09,2,31.0
1847,US-2021-100374,2021-09-26,2021-09-28,Standard Class,CG-59177,Home Office,East,Virginia,Technology,Machines,891.78,2,0.2,239.0,2021,9,Sep,2021-09,2,26.8
1848,US-2021-100101,2021-09-27,2021-09-28,Second Class,CG-80701,Corporate,Central,Ohio,Technology,Copiers,1412.41,3,0.1,-343.92,2021,9,Sep,2021-09,1,-24.35
1849,US-2021-108065,2021-09-27,2021-09-28,Same Day,CG-97803,Consumer,South,Alabama,Office Supplies,Paper,152.27,8,0.0,33.33,2021,9,Sep,2021-09,1,21.89
1850,US-2021-107742,2021-09-27,2021-09-29,First Class,CG-24219,Corporate,South,North Carolina,Technology,Accessories,6265.44,7,0.15,-581.96,2021,9,Sep,2021-09,2,-9.29
1851,US-2021-108657,2021-09-27,2021-09-29,Second Class,CG-37658,Home Office,South,Florida,Technology,Machines,439.67,6,0.0,71.42,2021,9,Sep,2021-09,2,16.24
1852,US-2021-104590,2021-09-27,2021-10-03,First Class,CG-37203,Home Office,West,Nevada,Technology,Phones,846.11,2,0.2,-158.13,2021,9,Sep,2021-09,6,-18.69
1853,US-2021-105539,2021-09-27,2021-09-29,Second Class,CG-76879,Home Office,Central,Illinois,Office Supplies,Labels,515.97,7,0.5,87.12,2021,9,Sep,2021-09,2,16.88
