Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
2739,US-2021-107417,12/27/2021,01-03-2022,Same Day,CG-32598,Corporate,South,Georgia,Furniture,Chairs,4405.33,7,0.5,1333.89
2740,US-2021-107100,01-08-2021,01/14/2021,Standard Class,CG-20111,Home Office,West,Arizona,Technology,Accessories,1872.13,5,0,-128.22
2741,US-2021-101243,10/28/2021,11-02-2021,Same Day,CG-62525,Consumer,,Massachusetts,Technology,Phones,1862.49,6,0.15,33.59
2742,US-2023-102875,02-03-2023,02-06-2023,First Class,CG-75743,Consumer,East,Virginia,Office Supplies,Art,584.78,5,0.4,-26.58
2743,US-2024-105011,08-03-2024,08-06-2024,Second Class,CG-23615,Corporate,Central,Illinois,Furniture,Chairs,169.87,2,0.4,-22.52
2744,US-2024-105408,10-11-2024,10/13/2024,Second Class,CG-10974,Home Office,West,Nevada,Office Supplies,Paper,34.14,2,0.1,-7.17
2745,US-2021-105232,11/19/2021,11/25/2021,Same Day,CG-53005,Home Office,Central,Texas,Technology,Phones,2788.51,4,0.3,280.29
2746,US-2022-106366,01-02-2022,01-07-2022,Same Day,CG-66420,Consumer,East,New Jersey,Furniture,Chairs,3719.84,6,0,326.53
2747,US-2021-100895,07/26/2021,07/27/2021,Standard Class,CG-59239,Home Office,East,New Jersey,Furniture,Chairs,800.03,2,0.1,212.71
2748,US-2021-109897,09-01-2021,09-07-2021,Same Day,CG-76204,Consumer,Central,Texas,Office Supplies,Storage,122.11,1,0,-13.47
2749,US-2022-101196,01-01-2022,01-04-2022,Same Day,CG-37434,Consumer,EAST,Pennsylvania,Technology,Copiers,6044.05,6,0.15,1771.99
2750,US-2021-102120,03/29/2021,04-01-2021,Second Class,CG-11084,Corporate,East,New York,Furniture,Chairs,137.98,3,0.4,42.67
2751,US-2024-101006,07-09-2024,07/13/2024,Standard Class,CG-69612,Corporate,East,New York,Furniture,Bookcases,976.48,2,0.4,-152.54
2752,US-2022-103165,10-12-2022,10/14/2022,Standard Class,CG-77905,Corporate,South,Alabama,Furniture,Chairs,499.34,2,0,71.41
2753,US-2021-105396,10/23/2021,10/24/2021,Second Class,CG-24003,Home Office,Central,Texas,Office Supplies,Art,3.91,1,0.5,0.54
2754,US-2024-102255,05-04-2024,05-11-2024,Standard Class,CG-86802,Consumer,Central,Texas,Technology,Machines,4492.76,8,0.2,-299.46
2755,US-2024-100651,06/20/2024,06/22/2024,Standard Class,CG-15393,Corporate,Central,Illinois,Furniture,Tables,145.79,3,0.1,-12.29
2756,US-2023-102986,08/22/2023,08/23/2023,Same Day,CG-66654,Consumer,Central,Michigan,Office Supplies,Storage,994.29,8,0,-86.04
2757,US-2022-106347,09-11-2022,09/16/2022,Second Class,CG-78993,Corporate,South,North Carolina,Furniture,Furnishings,2291.7,4,0,-119.95
2758,US-2021-104153,08/17/2021,08/19/2021,Same Day,CG-87791,Home Office,Central,Illinois,Office Supplies,Binders,23.88,3,0.4,-1.16
2759,US-2021-102063,05-09-2021,05/16/2021,Standard Class,CG-82515,Home Office,South,Alabama,Technology,Copiers,4104.18,8,0,1091.35
2760,US-2021-109321,04-09-2021,04-10-2021,Standard Class,CG-68480,Home Office,East,New York,Furniture,Chairs,1411.36,3,0.5,212.03
2761,US-2023-105144,02/14/2023,02/16/2023,Same Day,CG-92581,Consumer,Central,Texas,Office Supplies,Labels,776.02,8,0.15,140.49
2762,US-2022-109913,07/13/2022,07/16/2022,Same Day,CG-95828,Corporate,South,Georgia,Technology,Accessories,4836.95,8,0,-674.02
2763,US-2024-106860,05/26/2024,06-01-2024,Same Day,CG-60355,Home Office,East,Massachusetts,Furniture,Bookcases,555.76,1,0.15,92.76
2764,US-2023-100290,11-10-2023,11-12-2023,Same Day,CG-24777,Consumer,South,North Carolina,Technology,Phones,1485.75,4,0.4,291.36
2765,US-2023-107785,03/31/2023,04-06-2023,Same Day,CG-76708,Consumer,Central,Missouri,Furniture,Furnishings,411.76,4,0.5,-58.89
2766,US-2023-104386,06-11-2023,06/15/2023,Second Class,CG-60947,Consumer,South,Alabama,Office Supplies,Art,94.74,1,0.4,4.4
2767,US-2023-105780,06-12-2023,06/14/2023,Second Class,CG-29171,Corporate,Central,Texas,Technology,Copiers,239.94,1,0,-30.53
2768,US-2021-109085,12-08-2021,12/14/2021,Second Class,CG-98142,Consumer,East,Pennsylvania,Office Supplies,Labels,352.58,6,0.15,36.47
2769,US-2021-101403,01/18/2021,01/25/2021,Second Class,CG-37919,Corporate,East,New Jersey,Furniture,Bookcases,3875.8,6,0.1,981.75
2770,US-2022-100999,08-01-2022,08-03-2022,Second Class,CG-93674,Consumer,East,New York,Furniture,Chairs,1458.88,5,0.1,-223.47
2771,US-2024-100574,06/17/2024,06/20/2024,Same Day,CG-13966,Consumer,Central,Michigan,Furniture,Bookcases,1131.51,6,0.4,-52.82
2772,US-2024-100105,06/22/2024,06/27/2024,Same Day,CG-25292,Consumer,Central,Missouri,Furniture,Chairs,4917.75,8,0.15,229.42
2773,US-2022-109693,01-03-2022,01-06-2022,Second Class,CG-99446,Home Office,West,California,Office Supplies,Storage,194.62,7,0.5,0.27
2774,US-2021-107489,02-03-2021,02-05-2021,Same Day,CG-85974,Consumer,South,Florida,Furniture,Tables,175.29,3,0.4,22.34
2775,US-2022-101588,09-07-2022,09/13/2022,Same Day,CG-19751,Home Office,West,Oregon,Office Supplies,Paper,405.36,5,0.2,134.2
2776,US-2021-109111,03-03-2021,03-04-2021,Same Day,CG-83533,Corporate,East,New York,Technology,Accessories,5268.64,8,0.2,228.73
2777,US-2023-107472,03/21/2023,03/22/2023,Standard Class,CG-66100,Home Office,West,Oregon,Furniture,Bookcases,1651.73,3,0.5,127.02
2778,US-2021-100859,08-04-2021,08-09-2021,Standard Class,CG-70577,Consumer,Central,Michigan,Office Supplies,Paper,438.12,5,0.1,134.71
2779,US-2024-105959,05/26/2024,06-02-2024,Same Day,CG-99411,Consumer,West,Washington,Technology,Phones,1983.45,2,0,4.49
2780,US-2023-104675,12/21/2023,12/28/2023,Second Class,CG-89167,Corporate,East,Virginia,Office Supplies,Art,324.76,3,0.5,55.59
2781,US-2021-106599,03/21/2021,03/28/2021,Second Class,CG-71346,Home Office,West,Washington,Technology,Copiers,4098.75,6,0.4,310.43
2782,US-2021-100492,03-10-2021,03-12-2021,First Class,CG-52344,Consumer,South,Florida,Technology,Machines,424.46,8,0.3,105.7
2783,US-2023-108203,11/30/2023,12-07-2023,Standard Class,CG-10856,Corporate,Central,Ohio,Furniture,Tables,2237.13,5,0.4,-176.23
2784,US-2023-101273,12-12-2023,12/16/2023,Second Class,CG-50541,Consumer,West,Nevada,Office Supplies,Binders,36.58,2,0.2,0.47
2785,US-2024-107406,03-05-2024,03-12-2024,Standard Class,CG-57771,Home Office,South,Florida,Furniture,Bookcases,2119.56,5,0.4,487.67
2786,US-2022-101077,11/19/2022,11/23/2022,First Class,CG-70129,Consumer,South,North Carolina,Technology,Accessories,2705.87,8,0.15,851.07
2787,US-2024-101680,01/30/2024,02-06-2024,First Class,CG-22254,Home Office,West,Nevada,Technology,Accessories,2725.28,3,0.3,17.99
2788,US-2022-105259,07/18/2022,07/24/2022,Standard Class,CG-49354,Consumer,East,Pennsylvania,Technology,Phones,922.93,1,0,-97.07
2789,US-2024-109979,07/25/2024,07/28/2024,Standard Class,CG-65171,Consumer,South,Florida,Furniture,Chairs,5861.4,8,0,1305.14
2790,US-2024-106194,07-10-2024,07/13/2024,Standard Class,CG-33268,Corporate,East,New Jersey,Office Supplies,Binders,544.62,8,0.1,39.73
2791,US-2021-100318,05-05-2021,05-06-2021,Second Class,CG-92674,Home Office,Central,Michigan,Furniture,Furnishings,2158.62,4,0.5,-403.75
2792,US-2023-102321,02/21/2023,02/27/2023,Standard Class,CG-33415,Consumer,West,Oregon,Office Supplies,Labels,883.04,8,0,213.85
2793,US-2023-105998,01/16/2023,01/23/2023,Same Day,CG-89401,Corporate,EAST,New York,Office Supplies,Storage,245.58,2,0.5,73.18
2794,US-2022-100730,04/26/2022,04/30/2022,Same Day,CG-49650,Corporate,Central,Missouri,Technology,Phones,941.28,1,0.15,-132.75
2795,US-2022-105079,08/19/2022,08/26/2022,First Class,CG-45743,Consumer,South,Florida,Office Supplies,Binders,738.45,7,0,251.77
2796,US-2024-109474,10/20/2024,10/25/2024,Standard Class,CG-72170,Home Office,Central,Illinois,Technology,Machines,746.89,7,0.1,-86.2
2797,US-2023-100200,08/26/2023,08/27/2023,Same Day,CG-95267,Consumer,West,California,Technology,Machines,4338.23,7,0.4,494.68
2798,US-2022-108017,12/14/2022,12/21/2022,First Class,CG-12283,Consumer,South,Florida,Office Supplies,Labels,352.7,4,0.4,-38.24
2799,US-2021-108873,03-08-2021,03-12-2021,Standard Class,CG-54940,Home Office,South,North Carolina,Furniture,Bookcases,645.66,7,0.4,199.69
2800,US-2024-103506,08/29/2024,08/30/2024,Standard Class,CG-89533,Consumer,Central,Ohio,Technology,Phones,4794.9,6,0,-1153.71
2801,US-2024-103523,05/13/2024,05/17/2024,First Class,CG-87938,Corporate,Central,Michigan,Furniture,Furnishings,2833.18,8,0.1,514.23
2802,US-2021-108488,11-08-2021,11/14/2021,Same Day,CG-13183,Home Office,Central,Missouri,Office Supplies,Paper,430.89,3,0.1,11.89
2803,US-2022-106437,03/27/2022,04-03-2022,First Class,CG-55566,Consumer,Central,Michigan,Furniture,Chairs,1419.35,2,0.3,119.35
2804,US-2023-100395,07/26/2023,08-02-2023,Same Day,CG-69950,Home Office,West,Oregon,Furniture,Furnishings,223.96,1,0,10.76
2805,US-2021-104855,02/22/2021,03-01-2021,Second Class,CG-77678,Home Office,East,Pennsylvania,Technology,Copiers,2110.8,2,0,-369.58
2806,US-2022-108150,12/27/2022,01-02-2023,Standard Class,CG-19718,Consumer,West,Washington,Technology,Accessories,157.37,1,0.5,-23.11
2807,US-2022-104227,04-02-2022,04-05-2022,Standard Class,CG-97143,Corporate,South,Georgia,Office Supplies,Labels,60.93,8,0,9.06
2808,US-2022-103969,11/17/2022,11/22/2022,Same Day,CG-32334,Consumer,East,New Jersey,Furniture,Tables,619.2,4,0.4,-71.81
2809,US-2023-109021,05-04-2023,05-06-2023,Second Class,CG-58567,Home Office,Central,Ohio,Technology,Copiers,757.02,3,0.3,-183.54
2810,US-2023-104518,08-01-2023,08-02-2023,Standard Class,CG-42045,Corporate,Central,Missouri,Technology,Machines,380.58,4,0.3,98.03
2811,US-2022-108030,03/18/2022,03/24/2022,Second Class,CG-78224,Corporate,East,New York,Technology,Machines,4003.52,8,0.1,27.3
2812,US-2023-105956,09/23/2023,09/30/2023,First Class,CG-18182,Consumer,South,North Carolina,Furniture,Tables,378.24,5,0,57.33
2813,US-2022-102854,03/17/2022,03/20/2022,First Class,CG-67133,Home Office,WEST,Nevada,Office Supplies,Art,48.96,1,0.5,3.34
2814,US-2023-103359,01/31/2023,02-04-2023,Second Class,CG-29585,Consumer,East,New Jersey,Technology,Machines,5154.18,5,0,58.57
2815,US-2024-100245,12/28/2024,01-04-2025,Standard Class,CG-50405,Corporate,West,Nevada,Office Supplies,Storage,232.19,2,0,-47.58
2816,US-2021-101033,09/16/2021,09/21/2021,Second Class,CG-22223,Consumer,East,Virginia,Office Supplies,Storage,270.13,3,0.2,-64.9
2817,US-2024-103351,07/14/2024,07/18/2024,Second Class,CG-99965,Corporate,East,Massachusetts,Office Supplies,Art,318.25,6,0,89.01
2818,US-2022-109808,11-08-2022,11-09-2022,Second Class,CG-79137,Home Office,East,Massachusetts,Office Supplies,Paper,227.15,8,0.1,39.73
2819,US-2023-103261,08-03-2023,08-08-2023,Standard Class,CG-63647,Home Office,Central,Ohio,Technology,Machines,891.77,4,0.2,76.97
2820,US-2024-100234,06/19/2024,06/25/2024,Standard Class,CG-79391,Home Office,South,Tennessee,Furniture,Chairs,446.55,7,0,42.83
2821,US-2023-103461,05/19/2023,05/24/2023,Standard Class,CG-83464,Home Office,West,Washington,Office Supplies,Art,136.26,7,0.3,3.24
2822,US-2023-106070,07-06-2023,07/13/2023,Standard Class,CG-33426,Home Office,West,Nevada,Technology,Copiers,4444.89,6,0,-945.47
2823,US-2022-108115,01-06-2022,01-10-2022,Standard Class,CG-25379,Home Office,Central,Ohio,Furniture,Bookcases,3960.01,7,0.3,56.57
2824,US-2021-100349,02-11-2021,02/14/2021,Second Class,CG-49384,Home Office,Central,Ohio,Office Supplies,Art,75.29,2,0.1,13.11
2825,US-2023-107962,11/28/2023,11/30/2023,Standard Class,CG-76147,Consumer,East,New Jersey,Office Supplies,Labels,679.2,7,0.1,225.24
2826,US-2022-107496,12/21/2022,12/28/2022,Standard Class,CG-32127,Corporate,West,California,Furniture,Bookcases,453.02,3,0.3,-88.64
2827,US-2024-107888,09/25/2024,09/30/2024,Standard Class,CG-61136,Consumer,Central,Illinois,Office Supplies,Labels,251.52,3,0.5,17.22
2828,US-2021-108277,06-08-2021,06/13/2021,Standard Class,CG-75123,Corporate,West,Arizona,Technology,Phones,4489.67,8,0.5,-668.6
2829,US-2024-109735,03-06-2024,03-09-2024,Standard Class,CG-54175,Home Office,Central,Michigan,Office Supplies,Labels,76.64,1,0.15,23.78
2830,US-2023-108674,06-10-2023,06/16/2023,Same Day,CG-43374,Corporate,East,Pennsylvania,Furniture,Tables,285.91,2,0,93.85
2831,US-2021-108048,09/25/2021,09/28/2021,Standard Class,CG-81729,Consumer,East,Massachusetts,Office Supplies,Labels,258.9,3,0.15,-4.04
2832,US-2024-102974,09-10-2024,09-11-2024,Same Day,CG-88471,Consumer,Central,Illinois,Technology,Machines,1527.76,2,0.3,-270.46
2833,US-2022-100957,09/16/2022,09/17/2022,First Class,CG-16233,Consumer,Central,Ohio,Office Supplies,Storage,235.91,7,0.1,55.45
2834,US-2024-106487,01/28/2024,01/29/2024,Second Class,CG-62024,Consumer,WEST,Washington,Technology,Accessories,3073.16,4,0.5,307.25
2835,US-2023-103068,09-08-2023,09/13/2023,Standard Class,CG-44923,Corporate,East,Pennsylvania,Office Supplies,Labels,213.31,2,0,-3.32
2836,US-2021-101034,02/22/2021,02/26/2021,Standard Class,CG-27111,Corporate,East,Virginia,Furniture,Chairs,1085.78,2,0.3,91.15
2837,US-2022-107928,09/22/2022,09/23/2022,Second Class,CG-79049,Home Office,South,Alabama,Technology,Copiers,311.26,1,0.15,-6.23
2838,US-2022-109891,10/14/2022,10/21/2022,Second Class,CG-52620,Corporate,South,Alabama,Technology,Copiers,3197.38,7,0.15,-256.84
2839,US-2021-100407,09/24/2021,09/26/2021,Second Class,CG-52287,Home Office,Central,Texas,Office Supplies,Art,205.96,3,0,-8.54
2840,US-2021-102577,01-05-2021,01-06-2021,Same Day,CG-29165,Consumer,East,Pennsylvania,Technology,Accessories,8206.82,7,0,-666.75
2841,US-2021-102215,06-06-2021,06-10-2021,Same Day,CG-76412,Consumer,,North Carolina,Furniture,Tables,1614.19,4,0.2,192.69
2842,US-2024-104704,12-08-2024,12-10-2024,Standard Class,CG-23097,Consumer,East,Massachusetts,Office Supplies,Art,165.16,8,0,-30.77
2843,US-2021-104055,08-07-2021,08/13/2021,First Class,CG-66619,Consumer,Central,Illinois,Furniture,Chairs,2953.8,5,0.5,177.9
2844,US-2023-103386,09-12-2023,09/17/2023,Second Class,CG-35894,Consumer,Central,Michigan,Furniture,Furnishings,1039.78,5,0.1,85.02
2845,US-2023-103376,01/13/2023,01/15/2023,Same Day,CG-90643,Corporate,West,Washington,Office Supplies,Labels,1117.1,8,0,254.48
2846,US-2022-103541,07-11-2022,07/16/2022,First Class,CG-64749,Consumer,East,Pennsylvania,Office Supplies,Labels,379.95,6,0.4,103.44
2847,US-2022-109854,08/27/2022,08/30/2022,Same Day,CG-49894,Corporate,South,Georgia,Office Supplies,Storage,5.13,2,0.1,-0.18
2848,US-2021-107591,05-07-2021,05-09-2021,Same Day,CG-38849,Consumer,South,Tennessee,Technology,Machines,2027.57,8,0.1,423.31
2849,US-2022-108736,08/22/2022,08/25/2022,First Class,CG-25437,Consumer,South,Alabama,Office Supplies,Labels,122.09,4,0.4,1.26
2850,US-2023-103525,04-02-2023,04-04-2023,Standard Class,CG-75010,Corporate,South,North Carolina,Technology,Machines,2218.68,6,0,-150.68
2851,US-2022-106961,05/25/2022,05/31/2022,Same Day,CG-77775,Consumer,EAST,Massachusetts,Technology,Copiers,250.72,5,0.3,-40
2852,US-2023-105683,08/21/2023,08/26/2023,Same Day,CG-99588,Home Office,South,Alabama,Furniture,Tables,2529.74,7,0.3,-590.59
2853,US-2022-101610,06-01-2022,06-08-2022,Standard Class,CG-29542,Consumer,West,Arizona,Technology,Machines,5954.91,8,0.5,-1372.65
2854,US-2024-108348,11/16/2024,11/18/2024,Second Class,CG-54851,Corporate,East,New York,Furniture,Chairs,2784.08,5,0.2,714.14
2855,US-2022-103462,12/31/2022,01-07-2023,Same Day,CG-16660,Corporate,East,New Jersey,Technology,Phones,164.5,1,0.5,16.46
2856,US-2024-104407,09/21/2024,09/28/2024,Same Day,CG-32875,Home Office,CENTRAL,Illinois,Office Supplies,Storage,836.71,7,0.3,40.27
2857,US-2024-105489,12-08-2024,12/15/2024,Same Day,CG-75944,Consumer,SOUTH,Alabama,Technology,Accessories,2239.01,3,0.4,764.15
2858,US-2023-105103,04/16/2023,04/17/2023,Standard Class,CG-77288,Consumer,Central,Texas,Office Supplies,Binders,134.11,2,0.4,-16.77
2859,US-2024-102411,12-02-2024,12-04-2024,Second Class,CG-93489,Consumer,WEST,Washington,Technology,Accessories,7222.88,8,0.15,494.41
2860,US-2023-107546,01/18/2023,01/20/2023,Standard Class,CG-30877,Corporate,Central,Ohio,Technology,Copiers,99.98,1,0,-3.67
2861,US-2023-101433,10-02-2023,10-03-2023,Second Class,CG-79420,Corporate,Central,Illinois,Office Supplies,Storage,570.62,7,0,91.07
2862,US-2024-109332,04/19/2024,04/26/2024,First Class,CG-29911,Consumer,East,Virginia,Furniture,Furnishings,248.25,2,0.2,-15.52
2863,US-2021-108500,09-08-2021,09/13/2021,Same Day,CG-61792,Home Office,South,Georgia,Technology,Copiers,4594.37,5,0,1103.65
2864,US-2022-100125,10-01-2022,10-07-2022,Second Class,CG-90981,Consumer,Central,Missouri,Technology,Phones,392.15,1,0,93.44
2865,US-2021-108325,12/21/2021,12/23/2021,Same Day,CG-59280,Home Office,West,Arizona,Office Supplies,Binders,16.55,6,0.5,4.69
2866,US-2024-105733,09-12-2024,09/19/2024,Same Day,CG-31628,Corporate,South,Tennessee,Furniture,Bookcases,3004.71,5,0.5,837.82
2867,US-2023-107607,10/29/2023,11-05-2023,Same Day,CG-30438,Home Office,West,Washington,Furniture,Furnishings,575.59,1,0,127.15
2868,US-2021-108208,12-09-2021,12/16/2021,First Class,CG-79668,Home Office,Central,Michigan,Office Supplies,Paper,883.91,7,0,68.18
2869,US-2024-107907,05/16/2024,05/23/2024,Standard Class,CG-81891,Home Office,West,Oregon,Office Supplies,Binders,487.31,5,0,127.69
2870,US-2023-100359,02-06-2023,02-11-2023,First Class,CG-46239,Home Office,Central,Ohio,Technology,Phones,2129.35,8,0,328.05
2871,US-2022-105721,07/13/2022,07/19/2022,Same Day,CG-21804,Corporate,EAST,Virginia,Office Supplies,Binders,516.11,5,0.4,-104.58
2872,US-2023-102401,06/27/2023,06/28/2023,Standard Class,CG-53916,Home Office,West,Arizona,Office Supplies,Binders,424.21,4,0.3,19.56
2873,US-2023-103772,06/14/2023,06/18/2023,Same Day,CG-99080,Consumer,Central,Ohio,Furniture,Tables,1355.53,3,0.3,181.21
2874,US-2021-108158,08/24/2021,08/31/2021,Same Day,CG-77310,Consumer,East,Virginia,Furniture,Tables,1926.15,4,0,178.62
2875,US-2024-101409,10/19/2024,10/23/2024,Standard Class,CG-56492,Home Office,West,California,Technology,Machines,289.21,6,0.15,-63.8
2876,US-2023-101825,06-12-2023,06/15/2023,Same Day,CG-68077,Corporate,West,California,Office Supplies,Storage,432.22,7,0.2,122.17
2877,US-2021-105513,01-03-2021,01-05-2021,First Class,CG-91669,Consumer,South,Tennessee,Furniture,Furnishings,766.53,2,0.15,-95
2878,US-2022-105440,10-01-2022,10-07-2022,Standard Class,CG-96900,Consumer,South,North Carolina,Office Supplies,Storage,58.22,1,0.1,-2.15
2879,US-2021-104898,02/15/2021,02/19/2021,Same Day,CG-77683,Corporate,East,Massachusetts,Technology,Phones,386.11,1,0.15,13.17
2880,US-2023-101744,06/20/2023,06/21/2023,Same Day,CG-38478,Home Office,South,Georgia,Furniture,Furnishings,2372.64,4,0.1,-537.91
2881,US-2021-105113,11-08-2021,11/15/2021,Same Day,CG-97182,Consumer,East,Virginia,Furniture,Chairs,,7,0,465.7
2882,US-2024-108360,07-04-2024,07-09-2024,Standard Class,CG-37212,Home Office,Central,Illinois,Technology,Accessories,452.95,3,0.2,103.05
2883,US-2022-106380,12/29/2022,12/30/2022,First Class,CG-57551,Corporate,West,Oregon,Office Supplies,Binders,99.7,3,0.4,-1.18
2884,US-2024-105863,05-03-2024,05-08-2024,Second Class,CG-69078,Home Office,East,Pennsylvania,Technology,Accessories,4413.79,5,0,-233.49
2885,US-2021-108183,08-03-2021,08-06-2021,Standard Class,CG-90263,Consumer,Central,Michigan,Furniture,Tables,2304.2,5,0.15,603.49
2886,US-2024-102308,11/25/2024,11/30/2024,Standard Class,CG-24805,Corporate,West,California,Technology,Machines,5095.97,6,0.15,-151.33
2887,US-2024-106572,05/19/2024,05/23/2024,First Class,CG-32165,Home Office,South,Alabama,Technology,Machines,7261.9,8,0.1,-524.4
2888,US-2024-104065,08/13/2024,08/14/2024,Same Day,CG-97530,Corporate,East,New York,Furniture,Bookcases,967.46,3,0.5,106.01
2889,US-2021-103786,04-11-2021,04/17/2021,Same Day,CG-35590,Home Office,South,North Carolina,Technology,Accessories,6267.1,8,0.3,1297.34
2890,US-2022-108932,11-10-2022,11-12-2022,Standard Class,CG-88365,Home Office,West,Nevada,Technology,Copiers,3429.13,8,0,-346.67
2891,US-2023-106189,08-06-2023,08-12-2023,Standard Class,CG-43579,Home Office,South,Georgia,Furniture,Chairs,,1,0.15,56.9
2892,US-2021-102864,06/18/2021,06/24/2021,First Class,CG-58539,Consumer,East,Virginia,Technology,Phones,7666.23,8,0.4,2082.18
2893,US-2021-103421,07-01-2021,07-02-2021,Standard Class,CG-99399,Home Office,West,Nevada,Office Supplies,Binders,194.1,8,0.5,66.05
2894,US-2023-107954,11/26/2023,12-03-2023,Same Day,CG-22827,Corporate,Central,Michigan,Technology,Phones,4357.7,7,0.1,-599.45
2895,US-2021-102783,06-12-2021,06/19/2021,Second Class,CG-10201,Corporate,West,Nevada,Technology,Copiers,4133.65,6,0,-631.05
2896,US-2023-107086,10-12-2023,10/18/2023,First Class,CG-74470,Corporate,Central,Texas,Office Supplies,Storage,53.69,1,0.4,15.74
2897,US-2022-106472,09/23/2022,09/27/2022,Standard Class,CG-21796,Consumer,South,Georgia,Technology,Copiers,2013.81,2,0.5,-158.71
2898,US-2021-100017,02/13/2021,02/18/2021,Second Class,CG-18834,Consumer,West,Arizona,Furniture,Chairs,211.83,2,0,-27.7
2899,US-2023-106014,11/27/2023,11/30/2023,Second Class,CG-68128,Home Office,Central,Missouri,Office Supplies,Binders,34.17,3,0,-7.28
2900,US-2024-101481,01-09-2024,01/16/2024,Same Day,CG-15068,Corporate,East,Massachusetts,Technology,Accessories,7511.05,8,0,1157.09
2901,US-2022-102694,11/19/2022,11/20/2022,Same Day,CG-39827,Home Office,Central,Missouri,Technology,Machines,2618.54,3,0.3,-336.53
2902,US-2024-108159,09/29/2024,10-04-2024,Same Day,CG-59329,Home Office,Central,Missouri,Furniture,Bookcases,2974.44,7,0.1,858.1
2903,US-2024-101128,02-07-2024,02-09-2024,Same Day,CG-95184,Corporate,East,New Jersey,Technology,Machines,653.9,1,0.1,-3.65
2904,US-2023-100430,10/26/2023,10/27/2023,Second Class,CG-33480,Home Office,West,Arizona,Technology,Machines,1015.96,3,0.4,-192.39
2905,US-2024-102084,02/13/2024,02/16/2024,Second Class,CG-99295,Corporate,Central,Missouri,Office Supplies,Paper,211.96,3,0.15,46.85
2906,US-2023-104852,10/20/2023,10/21/2023,Standard Class,CG-81531,Home Office,West,Washington,Furniture,Furnishings,1214.44,3,0.2,-264.65
2907,US-2021-105836,11-01-2021,11-06-2021,Same Day,CG-60874,Home Office,Central,Missouri,Technology,Machines,1145.93,3,0.5,-126.14
2908,US-2024-104390,11-08-2024,11-12-2024,Standard Class,CG-83851,Home Office,Central,Texas,Technology,Copiers,2032.75,3,0,-400.3
2909,US-2022-108195,09-06-2022,09-10-2022,Standard Class,CG-54436,Home Office,East,New Jersey,Furniture,Bookcases,398.1,1,0,52.47
2910,US-2022-102731,06/26/2022,06/27/2022,Same Day,CG-32326,Consumer,South,Georgia,Technology,Phones,1710.77,2,0.5,3.72
2911,US-2023-101686,12/17/2023,12/18/2023,Standard Class,CG-69393,Corporate,Central,Texas,Office Supplies,Labels,280.49,2,0.2,-57.66
2912,US-2021-101466,04-01-2021,04-07-2021,First Class,CG-13199,Home Office,East,New Jersey,Technology,Accessories,6880.76,8,0.1,-758.18
2913,US-2022-104754,09-09-2022,09/14/2022,Second Class,CG-65166,Consumer,SOUTH,North Carolina,Technology,Accessories,520.82,1,0,-92.26
2914,US-2022-104875,02-12-2022,02/18/2022,First Class,CG-16873,Home Office,East,New Jersey,Office Supplies,Storage,199.11,3,0,-3.73
2915,US-2022-100529,12-12-2022,12/18/2022,First Class,CG-18127,Home Office,Central,Ohio,Technology,Accessories,434.02,4,0.5,121.29
2916,US-2024-104611,04/21/2024,04/24/2024,Same Day,CG-43483,Consumer,East,Pennsylvania,Technology,Phones,2012.48,5,0.1,30.62
2917,US-2021-106256,12-12-2021,12/13/2021,Second Class,CG-80642,Home Office,EAST,Massachusetts,Technology,Copiers,3856.19,7,0,1142.71
2918,US-2021-105143,08/14/2021,08/16/2021,Same Day,CG-27618,Corporate,West,Arizona,Furniture,Tables,285.4,5,0.15,33.01
2919,US-2023-101256,10-11-2023,10/18/2023,First Class,CG-10437,Home Office,South,North Carolina,Office Supplies,Paper,218.63,3,0.3,-47.73
2920,US-2024-102841,02/23/2024,02/25/2024,Standard Class,CG-83976,Corporate,Central,Texas,Technology,Copiers,4043.09,8,0.1,1369.91
2921,US-2021-100968,04-04-2021,04-09-2021,First Class,CG-16752,Home Office,West,Oregon,Furniture,Tables,838.05,5,0,1.27
2922,US-2021-102455,03/29/2021,04-04-2021,Standard Class,CG-78786,Corporate,Central,Michigan,Technology,Phones,4943.19,6,0,-647.33
2923,US-2022-103262,03-12-2022,03/17/2022,Standard Class,CG-16949,Consumer,West,Washington,Office Supplies,Storage,629.69,8,0,-3.53
2924,US-2021-107121,04/19/2021,04/21/2021,Second Class,CG-95522,Consumer,Central,Michigan,Technology,Phones,1235.8,6,0.5,37.49
2925,US-2024-102742,06-11-2024,06/18/2024,Standard Class,CG-41807,Corporate,Central,Ohio,Technology,Phones,465.22,1,0.15,147.91
2926,US-2021-106398,10-11-2021,10/14/2021,First Class,CG-92500,Home Office,Central,Illinois,Office Supplies,Art,647.1,8,0,12.73
2927,US-2022-107776,03-02-2022,03-09-2022,Same Day,CG-50874,Consumer,South,North Carolina,Office Supplies,Binders,380.64,3,0.3,8.5
2928,US-2021-107700,12/29/2021,12/30/2021,Standard Class,CG-75232,Home Office,South,Tennessee,Office Supplies,Art,34.55,6,0.1,1.13
2929,US-2022-103233,01/20/2022,01/27/2022,Standard Class,CG-11791,Corporate,South,Georgia,Furniture,Furnishings,2773.79,7,0.4,501.04
